ID,confirmedBlock,confirmationTime,chainNum,confirmed_blocks,tips,arrival_time,agent,adoption_rate,block_transactions,transaction_creation_time,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10
21,False,,0,[],"[11, 19]",12,[8],0.28570068091995615,[],[],27,41,37,61,32,39,24,37,12,33
22,False,,0,[],"[5, 6]",13,[5],0.0909049588655061,[10],[10],50,48,20,29,20,13,32,20,37,35
23,False,,0,[],"[6, 5]",13,[6],0.08695274118516585,[7],[8],24,41,37,61,32,39,13,37,24,33
24,False,,0,[],"[20, 14]",14,[1],0.499979167534686,[],[],41,14,54,61,14,20,32,14,53,35
25,False,,0,[],"[14, 20]",14,[2],0.4799808007679693,[13],[13],50,48,14,29,20,20,32,20,37,35
26,False,,0,[],"[24, 16]",14,[1],0.6153609476558594,[],[],41,14,54,61,39,20,37,14,53,45
27,False,,0,[],"[16, 24]",14,[4],0.592570645531647,[],[],50,48,54,61,14,20,32,20,53,35
28,False,,0,[],"[26, 17]",14,[1],0.6428341844934109,[],[],41,14,64,61,83,50,50,48,85,70
29,False,,0,[],"[17, 26]",14,[7],0.6206682528188683,"[12, 14]","[12, 14]",50,48,54,61,39,20,37,14,53,45
30,False,,0,[],"[25, 22]",20,[2],0.5333155561481284,[22],[20],61,64,20,29,53,70,61,75,37,61
31,False,,0,[],"[22, 25]",20,[5],0.5161123834715009,"[15, 17]","[15, 17]",50,48,54,61,20,20,32,20,53,35
32,False,,0,[],"[27, 31]",20,[4],0.6874785162963658,[],[],50,48,54,61,20,39,32,37,53,35
33,False,,0,[],"[31, 27]",20,[5],0.6666464652586286,[],[],50,48,54,61,39,20,37,20,53,45
34,False,,0,[],"[33, 29]",20,[5],0.764683391664951,[],[],50,48,54,61,41,20,39,46,53,46
35,False,,0,[],"[29, 33]",20,[7],0.7428359189737437,[20],[20],50,48,54,61,39,39,37,20,53,45
36,False,,0,[],"[18, 23]",24,[0],0.22221604955417906,[21],[20],24,41,37,61,35,41,50,39,27,33
37,False,,0,[],"[23, 18]",24,[6],0.21621037269262994,"[19, 27]","[18, 24]",27,41,37,61,32,39,24,37,24,33
38,False,,0,[],"[37, 21]",24,[6],0.3157811636535881,[],[],50,48,54,61,32,39,24,37,53,35
39,False,,0,[],"[21, 37]",24,[8],0.3076844183482475,"[16, 18]","[17, 18]",27,41,37,61,35,41,50,39,24,33
40,False,,0,[],"[3, 9]",25,[3],0.04999875003124922,"[8, 23]","[8, 21]",61,64,29,25,53,70,61,75,37,61
41,False,,0,[],"[9, 3]",25,[9],0.04877929806590083,[],[],75,48,37,70,35,41,76,39,33,25
42,False,,0,[],"[36, 39]",27,[0],0.3333253970143568,[],[],27,41,64,61,83,50,50,48,85,70
43,False,,0,[],"[39, 36]",27,[8],0.3255738238645613,[],[],75,48,37,70,35,41,76,39,27,33
44,False,,0,[],"[30, 40]",29,[2],0.4545351242017227,[],[],87,64,29,77,53,72,80,92,37,61
45,False,,0,[],"[40, 30]",29,[3],0.4444345681207085,[30],[27],61,76,87,29,83,70,61,75,85,72
46,False,,0,[],"[32, 38]",32,[4],0.6086824199473925,"[24, 28]","[21, 27]",75,48,54,70,32,41,76,39,53,35
47,False,,0,[],"[38, 32]",32,[6],0.5957320057020064,[31],[32],50,48,54,61,39,39,32,37,53,45
48,False,,0,[],"[43, 41]",33,[8],0.37499218766275705,[],[],87,64,37,77,53,72,80,92,33,61
49,False,,0,[],"[41, 43]",33,[9],0.36733944205220304,[],[],75,48,54,70,35,41,76,39,53,33
50,False,,0,[],"[46, 49]",35,[4],0.7199856002879943,[],[],75,48,54,70,35,41,76,39,53,45
51,False,,0,[],"[49, 46]",35,[9],0.7058685123821102,[],[],75,48,61,70,83,46,76,45,85,35
52,False,,0,[],"[44, 48]",37,[2],0.5769119824618758,[33],[34],87,64,37,77,54,72,80,92,85,61
53,False,,0,[],"[48, 44]",37,[8],0.5660270560932813,[],[],87,64,54,77,53,72,80,92,37,61
54,False,,0,[],"[47, 35]",37,[6],0.6296179700375919,"[32, 36]","[33, 36]",50,48,54,61,41,39,37,46,53,46
55,False,,0,[],"[35, 47]",37,[7],0.6181705787167506,[],[],75,48,54,70,39,41,76,37,53,45
56,False,,0,[],"[50, 55]",39,[4],0.785700255352583,[],[],75,48,54,70,39,41,76,46,53,46
57,False,,0,[],"[55, 50]",39,[7],0.7719162821704882,[],[],75,48,61,70,83,46,76,39,85,45
58,False,,0,[],"[34, 54]",39,[5],0.6206789538111412,"[25, 37, 40]","[21, 36, 38]",75,48,54,70,41,39,76,46,53,46
59,False,,0,[],"[54, 34]",39,[6],0.6101591498449179,[],[],50,76,87,61,83,70,39,75,85,72
60,False,,0,[],"[42, 28]",41,[0],0.4666588890185164,"[34, 35, 38]","[35, 35, 37]",41,76,87,61,83,70,50,75,85,72
61,False,,0,[],"[28, 42]",41,[1],0.4590088687070704,"[26, 29]","[24, 27]",75,41,64,70,83,50,76,48,85,70
62,False,,0,[],"[56, 58]",41,[4],0.7741810615957807,[41],[40],87,64,54,77,41,72,80,92,53,61
63,False,,0,[],"[58, 56]",41,[5],0.7618926683703433,[],[],75,48,61,70,83,41,76,46,85,46
64,False,,1,[],"[57, 51]",45,[7],0.7187387697067232,[],[],75,48,61,70,83,46,76,45,85,46
65,False,,1,[],"[51, 57]",45,[9],0.7076814202858417,"[42, 46]","[40, 45]",75,50,61,70,83,46,76,67,85,45
66,False,,1,[],"[63, 64]",46,[5],0.787866850502265,[],[],75,50,61,70,83,46,76,67,85,46
67,False,,1,[],"[64, 63]",46,[7],0.7761078192862793,[],[],75,48,64,70,83,50,76,46,85,70
68,False,,1,[],"[66, 65]",46,[5],0.7941059690298672,[],[],75,50,64,70,83,46,76,67,85,70
69,False,,1,[],"[65, 66]",46,[9],0.782597353661541,[47],[46],87,64,61,77,83,72,80,92,85,46
70,False,,1,[],"[61, 67]",48,[1],0.7999885715918343,[],[],75,48,64,70,83,50,76,67,85,70
71,False,,1,[],"[67, 61]",48,[7],0.7887212856156955,[],[],75,76,87,70,83,67,76,48,85,72
72,False,,0,[],"[60, 59]",50,[0],0.5833252315940056,"[44, 45, 50]","[43, 44, 50]",50,76,87,61,83,70,61,75,85,72
73,False,,0,[],"[59, 60]",50,[6],0.5753345844577471,[],[],66,76,87,61,83,70,50,75,85,72
74,False,,1,[],"[70, 68]",50,[1],0.8107998540560262,[],[],87,50,64,77,83,72,80,92,85,70
75,False,,1,[],"[68, 70]",50,[5],0.7999893334755536,[],[],75,76,87,70,83,50,76,67,85,72
76,False,,1,[],"[62, 53]",53,[4],0.7105169668820147,[52],[53],87,64,54,77,53,72,80,92,85,61
77,False,,1,[],"[53, 62]",53,[8],0.701289593641641,"[43, 48]","[40, 48]",103,85,97,105,91,103,91,92,53,103
78,False,,1,[],"[52, 76]",54,[2],0.7179395135959795,[],[],87,64,54,77,83,72,80,92,85,61
79,False,,1,[],"[76, 52]",54,[4],0.7088517866862445,[],[],103,98,97,84,54,83,86,99,91,93
80,False,,1,[],"[72, 45]",61,[0],0.5999925000937488,[56],[59],61,80,87,105,86,103,66,75,85,103
81,False,,1,[],"[45, 72]",61,[3],0.5925852767249786,"[39, 59]","[37, 61]",66,76,87,61,83,70,61,75,85,72
82,False,,1,[],"[78, 69]",61,[2],0.7804782868501603,[55],[55],87,64,61,77,83,72,80,92,85,70
83,False,,1,[],"[69, 78]",61,[9],0.7710750472885869,[],[],103,70,97,77,83,72,80,92,85,61
84,False,,1,[],"[81, 73]",61,[3],0.5952310091546529,[],[],103,76,97,61,83,70,80,92,85,72
85,False,,1,[],"[73, 81]",61,[6],0.5882283737838379,[51],[52],66,80,87,105,86,103,61,75,85,103
86,False,,1,[],"[74, 82]",64,[1],0.8371995674468901,[57],[60],103,64,97,77,83,72,80,92,85,70
87,False,,1,[],"[82, 74]",64,[2],0.8275766945207526,[],[],87,98,64,,97,,103,99,,
88,False,,1,[],"[80, 85]",66,[0],0.5909023761093624,[64],[65],66,80,87,105,86,103,76,75,85,103
89,False,,1,[],"[85, 80]",66,[6],0.5842630981674363,[66],[66],103,80,97,105,86,103,66,76,85,103
90,False,,1,[],"[75, 71]",67,[5],0.6888812346529483,"[62, 65]","[62, 65]",103,76,97,70,83,67,80,92,85,72
91,False,,1,[],"[71, 75]",67,[7],0.6813111943824792,"[49, 60]","[50, 62]",75,80,87,105,86,103,76,67,85,103
92,False,,1,[],"[86, 83]",70,[1],0.8043390832708339,[67],[67],103,70,97,77,83,76,80,92,85,93
93,False,,1,[],"[83, 86]",70,[9],0.7956903689207643,[63],[62],103,76,97,77,83,72,80,92,85,70
94,False,,1,[],"[84, 90]",70,[3],0.765949298411719,[61],[62],103,77,97,70,84,96,80,92,85,95
95,False,,1,[],"[90, 84]",70,[5],0.7578867590867464,[68],[68],103,76,97,77,83,70,80,92,85,72
96,False,,1,[],"[95, 93]",72,[5],0.8958240018333142,[],[],103,76,97,77,83,72,80,92,85,93
97,False,,1,[],"[93, 95]",72,[9],0.8865887980536282,[],[],,,,95,,93,,,103,72
98,False,,1,[],"[88, 91]",75,[0],0.755094335772084,[],[],75,98,87,,97,,103,99,,
99,False,,1,[],"[91, 88]",75,[7],0.7474671973010373,"[69, 70]","[68, 68]",103,80,97,105,86,103,76,75,85,103
100,False,,1,[],"[92, 96]",76,[1],0.879991200087999,[],[],103,76,97,77,84,96,80,92,85,95
101,False,,1,[],"[96, 92]",76,[5],0.8712785021930476,[],[],103,98,97,84,83,76,86,99,91,93
102,False,,1,[],"[89, 99]",76,[6],0.7450907344045646,[],[],103,80,97,105,86,103,76,92,85,103
103,False,,1,[],"[99, 89]",76,[7],0.7378569140105435,[],[],,92,98,,98,,,76,,
104,False,,1,[],"[100, 94]",77,[1],0.8653762944587071,[],[],103,77,97,105,86,103,80,92,85,103
105,False,,1,[],"[94, 100]",77,[3],0.8571346939552956,[],[],103,98,97,77,84,96,86,99,91,95
106,False,,1,[],"[104, 102]",80,[1],0.9245195800039622,[74],[79],103,80,97,105,91,103,91,92,85,103
107,False,,1,[],"[102, 104]",80,[6],0.915879290847749,[],[],103,98,97,105,86,103,80,99,91,103
108,False,,1,[],"[79, 101]",83,[4],0.8333256173553948,"[53, 54, 58]","[55, 55, 60]",103,98,97,84,83,96,86,99,91,95
109,False,,1,[],"[101, 79]",83,[5],0.8256804983440519,[],[],,,,95,,83,,,103,93
110,False,,1,[],"[105, 108]",84,[3],0.8545376860210361,"[76, 77, 79]","[80, 82, 84]",,,,84,,96,,,103,95
111,False,,1,[],"[108, 105]",84,[4],0.8468392176647057,[],[],103,98,97,105,84,103,86,99,91,103
112,False,,1,[],"[106, 77]",85,[1],0.8928491709895447,[],[],,85,98,,98,,,92,,
113,False,,1,[],"[77, 106]",85,[8],0.88494792081486,[73],[79],103,98,97,105,91,103,91,99,85,103
114,False,,2,[],"[111, 107]",86,[4],0.9122726993622863,[],[],103,98,97,105,86,103,91,99,91,103
115,False,,2,[],"[107, 111]",86,[6],0.9043399622611977,[],[],103,,,105,,103,86,,91,103
116,False,,1,[],"[98, 87]",87,[0],0.7413729191989724,"[72, 75]","[79, 80]",87,,,,,,103,,,
117,False,,1,[],"[87, 98]",87,[2],0.7350364526798916,[],[],,98,87,,97,,,99,,
118,False,,2,[],"[114, 113]",91,[4],0.9152464809620257,[83],[91],,98,97,,91,,,99,,
119,False,,2,[],"[113, 114]",91,[8],0.9075553986941286,"[82, 84]","[90, 91]",103,,,105,,103,91,,91,103
120,False,,2,[],"[115, 119]",91,[6],0.9166590278414346,[],[],103,,,,,,91,,,
121,False,,2,[],"[119, 115]",91,[8],0.9090833960049917,[],[],,,,105,,103,,,91,103
122,False,,1,[],"[112, 103]",92,[1],0.8360587208301571,[],[],,92,98,,98,,,99,,
123,False,,1,[],"[103, 112]",92,[7],0.8292615507190998,[],[],,,99,,,,,92,,
124,False,,1,[],"[109, 97]",93,[5],0.7419295005685438,"[78, 80]","[84, 89]",,,,96,,93,,,103,103
125,False,,1,[],"[97, 109]",93,[9],0.7359941120471036,[71],[78],,,,95,,96,,,103,93
126,False,,1,[],"[110, 125]",95,[3],0.7777716049872619,[],[],,,,95,,96,,,103,103
127,False,,1,[],"[125, 110]",95,[9],0.7716474673427768,[],[],,,,105,,,,,103,95
128,False,,1,[],"[126, 124]",96,[3],0.7812438965320583,[],[],,,,96,,,,,105,
129,False,,1,[],"[124, 126]",96,[5],0.7751877892419439,[],[],,,,105,,96,,,103,103
130,False,,2,[],"[117, 118]",97,[2],0.8615318343705048,[81],[90],,98,97,,98,,,99,,
131,False,,2,[],"[118, 117]",97,[4],0.8549553056846894,[],[],,98,,,97,,,,,
132,False,,2,[],"[122, 130]",98,[1],0.8787812213543836,[85],[93],,98,,,98,,,,,
133,False,,2,[],"[130, 122]",98,[2],0.8721738934293727,[],[],,,98,,,,,99,,
134,False,,2,[],"[132, 131]",98,[1],0.8805904433549003,[],[],,98,,,,,,,,
135,False,,2,[],"[131, 132]",98,[4],0.8740675994992629,[],[],,,,,98,,,,,
136,False,,2,[],"[133, 123]",99,[2],0.8676406791126535,[],[],,,99,,,,,,,
137,False,,2,[],"[123, 133]",99,[7],0.8613075816964839,[],[],,,,,,,,99,,
138,False,,2,[],"[116, 120]",103,[0],0.8260809704277505,[87],[95],103,,,,,,,,,
139,False,,2,[],"[120, 116]",103,[6],0.8201379846188157,[86],[93],,,,,,,103,,,
140,False,,2,[],"[129, 121]",103,[5],0.8428511224919821,[],[],,,,,,103,,,,
141,False,,2,[],"[121, 129]",103,[8],0.8368734973510826,[88],[102],,,,105,,,,,103,103
142,False,,2,[],"[141, 127]",103,[8],0.8450644713769621,[],[],,,,105,,,,,103,
143,False,,2,[],"[127, 141]",103,[9],0.8391549709442591,[],[],,,,,,,,,,103
144,False,,2,[],"[128, 142]",105,[3],0.8472163387754251,[],[],,,,105,,,,,,
145,False,,2,[],"[142, 128]",105,[8],0.841373507768912,[],[],,,,,,,,,105,
