ID,confirmedBlock,confirmationTime,chainNum,confirmed_blocks,tips,arrival_time,agent,adoption_rate,block_transactions,transaction_creation_time,agent_1,agent_2,agent_3,agent_4,agent_5
0,False,,0,[],[],0,[0],0.0,[],[],0,58,41,54,39
1,False,,0,[],[],0,[1],0.0,[],[],41,0,14,54,65
2,False,,0,[],[],0,[2],0.0,[],[],41,14,0,54,65
3,False,,0,[],[],0,[3],0.0,[],[],70,61,54,0,65
4,False,,0,[],[],0,[4],0.0,[],[],39,58,41,54,0
5,False,,0,[],"[1, 2]",14,[1],0.3999200159968006,"[3, 5]","[3, 4]",58,14,93,61,72
6,False,,0,[],"[2, 1]",14,[2],0.33327778703549404,"[1, 2, 12]","[1, 1, 12]",41,58,14,54,65
7,False,,0,[],"[0, 4]",39,[0],0.285673475217826,"[4, 6, 8, 13, 20, 21, 30, 33, 37, 42]","[3, 7, 9, 13, 24, 25, 28, 31, 33, 39]",39,58,41,54,65
8,False,,0,[],"[4, 0]",39,[4],0.2499687539057618,"[7, 9, 10, 17, 18, 26]","[7, 9, 10, 21, 21, 26]",93,72,65,100,39
9,False,,0,[],"[7, 6]",41,[0],0.6665926008221309,[],[],41,58,93,61,72
10,False,,0,[],"[6, 7]",41,[2],0.5999400059994001,"[15, 22, 27, 31, 32, 35, 40, 44]","[19, 25, 27, 29, 29, 31, 35, 40]",70,61,41,54,65
11,False,,0,[],"[10, 3]",54,[2],0.72720661758022,[],[],93,72,54,100,65
12,False,,0,[],"[3, 10]",54,[3],0.666611115740355,"[11, 23, 28, 34, 36, 38, 41, 48, 49, 50, 51, 53, 54]","[12, 25, 27, 31, 32, 33, 36, 44, 44, 44, 47, 49, 50]",70,61,93,54,72
13,False,,0,[],"[9, 5]",58,[0],0.6153372817475579,"[47, 52]","[42, 47]",58,97,93,70,121
14,False,,0,[],"[5, 9]",58,[1],0.5713877580172845,"[14, 16, 19, 24, 25, 29, 39, 43, 55, 56, 61]","[18, 20, 22, 25, 26, 28, 34, 39, 52, 53, 58]",70,58,93,61,72
15,False,,1,[],"[14, 12]",61,[1],0.7999466702219852,[],[],97,61,97,100,72
16,False,,1,[],"[12, 14]",61,[3],0.7499531279295043,"[57, 59]","[55, 55]",70,97,93,61,121
17,False,,0,[],"[11, 8]",65,[2],0.588200694076819,"[58, 64, 65]","[55, 64, 64]",93,97,65,100,121
18,False,,0,[],"[8, 11]",65,[4],0.555524693072607,"[45, 46, 60, 63]","[42, 42, 58, 63]",97,72,97,100,65
19,False,,1,[],"[13, 16]",70,[0],0.7368033261407294,"[66, 67, 69]","[67, 67, 69]",70,97,93,100,121
20,False,,1,[],"[16, 13]",70,[3],0.6999650017499125,"[62, 68]","[62, 68]",104,100,104,70,121
21,False,,1,[],"[15, 18]",72,[1],0.7618684824532165,[70],[69],97,72,97,100,121
22,False,,1,[],"[18, 15]",72,[4],0.7272396709240488,[],[],125,121,125,134,72
23,False,,1,[],"[19, 17]",93,[0],0.7825746706664927,"[72, 79, 84]","[72, 79, 84]",93,97,97,100,121
24,False,,1,[],"[17, 19]",93,[2],0.749968751302029,"[73, 78, 80, 85]","[72, 77, 80, 90]",104,97,93,100,121
25,False,,1,[],"[23, 21]",97,[0],0.8799648014079436,[91],[96],97,134,104,104,125
26,False,,1,[],"[21, 23]",97,[1],0.8461213030268067,"[74, 75, 76, 81, 83, 87]","[73, 74, 74, 80, 83, 90]",104,97,97,100,121
27,False,,1,[],"[26, 24]",97,[1],0.8888559682974704,[],[],104,97,104,100,121
28,False,,1,[],"[24, 26]",97,[2],0.8571122459912146,[],[],109,134,97,104,125
29,False,,1,[],"[27, 20]",100,[1],0.8965208096272542,[],[],125,100,125,134,121
30,False,,1,[],"[20, 27]",100,[3],0.8666377787407086,"[71, 77, 82, 88, 92]","[71, 76, 80, 93, 97]",104,134,104,100,125
31,False,,1,[],"[25, 30]",104,[0],0.9031966710751266,[93],[100],104,,109,,125
32,False,,1,[],"[30, 25]",104,[3],0.8749726571044656,"[94, 96, 97]","[101, 101, 101]",109,134,104,104,125
33,False,,1,[],"[28, 32]",104,[2],0.9090633617163117,[100],[103],109,,104,,125
34,False,,1,[],"[32, 28]",104,[3],0.8823269903826358,[],[],,134,,104,
35,False,,2,[],"[31, 33]",109,[0],0.9142595925830691,"[102, 104, 105]","[105, 107, 107]",109,,125,,125
36,False,,2,[],"[33, 31]",109,[2],0.8888641982167163,[103],[107],125,,109,,125
37,False,,1,[],"[29, 22]",121,[1],0.7567363044242048,[98],[101],,121,,134,
38,False,,1,[],"[22, 29]",121,[4],0.7368227151917055,"[86, 89, 90, 95, 99, 101, 111, 113, 121, 122]","[90, 94, 94, 101, 101, 104, 114, 117, 121, 121]",125,,125,,121
39,False,,2,[],"[35, 36]",125,[0],0.8717725186533679,"[114, 116, 118, 120, 124, 125]","[118, 120, 121, 121, 123, 124]",125,,125,,125
40,False,,2,[],"[36, 35]",125,[2],0.8499787505312367,"[107, 108, 109, 110, 112, 119]","[112, 112, 112, 114, 116, 121]",141,,125,,125
41,False,,2,[],"[39, 38]",125,[0],0.9268066632521158,[],[],125,,141,,
42,False,,2,[],"[38, 39]",125,[4],0.9047403633246828,[127],[124],141,,125,,125
43,False,,2,[],"[40, 42]",125,[2],0.930210925327318,[],[],141,,125,,
44,False,,2,[],"[42, 40]",125,[4],0.9090702484034454,[],[],,,,,125
45,False,,1,[],"[37, 34]",134,[1],0.7555387658052044,"[132, 134]","[130, 131]",,134,,,
46,False,,1,[],"[34, 37]",134,[3],0.7391143670789766,"[106, 115, 117, 123, 126]","[108, 120, 121, 121, 124]",,,,134,
47,False,,2,[],"[41, 43]",141,[0],0.8935980085530095,"[128, 129, 131, 142]","[127, 128, 128, 140]",141,,157,,
48,False,,2,[],"[43, 41]",141,[2],0.8749817712130997,"[139, 140]","[138, 140]",157,,141,,
49,False,,2,[],"[47, 48]",157,[0],0.8979408583498296,[152],[151],157,,,,
50,False,,2,[],"[48, 47]",157,[2],0.879982400351993,"[147, 149, 153, 155, 157]","[143, 148, 152, 152, 154]",,,157,,
