ID,confirmedBlock,confirmationTime,chainNum,confirmed_blocks,tips,arrival_time,agent,adoption_rate,block_transactions,transaction_creation_time,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10
31,False,,0,[],"[24, 3]",30,[4],0.5161123834715009,[],[],52,56,46,67,30,50,52,38,45,69
32,False,,0,[],"[22, 28]",32,[5],0.499984375488266,[27],[30],59,71,67,72,45,32,59,71,39,69
33,False,,0,[],"[28, 22]",32,[7],0.4848337929153662,[30],[32],52,56,46,67,38,50,52,32,45,69
34,False,,0,[],"[26, 25]",33,[0],0.5882179935884239,[],[],33,43,39,36,78,64,36,46,59,69
35,False,,0,[],"[25, 26]",33,[9],0.5714122453644181,[28],[30],43,40,36,36,78,64,33,46,59,33
36,False,,0,[],"[27, 35]",33,[6],0.6110941362739924,[25],[28],43,43,39,36,78,64,33,46,59,69
37,False,,0,[],"[35, 27]",33,[9],0.5945785249047324,[],[],52,40,36,39,78,64,52,46,59,33
38,False,,0,[],"[34, 30]",36,[0],0.6315623273071762,[34],[35],36,56,52,67,78,64,43,52,59,69
39,False,,0,[],"[30, 34]",36,[3],0.615368836696495,"[31, 32, 33]","[32, 33, 34]",43,43,39,36,78,64,36,46,59,69
40,False,,0,[],"[14, 37]",36,[2],0.5999850003749907,"[9, 11, 18]","[13, 13, 20]",52,43,36,39,78,64,52,46,59,69
41,False,,0,[],"[37, 14]",36,[9],0.5853515767908101,[],[],56,40,64,43,78,64,56,67,59,36
42,False,,0,[],"[39, 36]",36,[3],0.6666507940287136,[],[],52,43,39,36,78,64,52,46,59,69
43,False,,0,[],"[36, 39]",36,[6],0.6511476477291226,[],[],43,56,52,67,78,64,36,52,59,69
44,False,,0,[],"[31, 33]",38,[4],0.49998863662189497,[],[],59,71,67,72,38,50,59,71,45,69
45,False,,0,[],"[33, 31]",38,[7],0.4888780249327793,[35],[36],52,56,46,67,78,64,52,38,59,69
46,False,,0,[],"[40, 42]",39,[2],0.6956370513684486,[37],[38],52,56,39,67,78,64,52,46,59,69
47,False,,0,[],"[42, 40]",39,[3],0.6808365779451502,[36],[37],56,43,64,39,78,64,56,67,59,69
48,False,,0,[],"[32, 29]",39,[5],0.37499218766275705,[],[],64,74,70,72,50,39,64,71,85,69
49,False,,0,[],"[29, 32]",39,[8],0.36733944205220304,[29],[31],59,71,67,72,45,50,59,71,39,69
50,False,,0,[],"[18, 41]",40,[1],0.5199896002079959,"[22, 26]","[24, 29]",56,40,64,43,78,64,56,67,59,69
51,False,,0,[],"[41, 18]",40,[9],0.5097939256093018,[38],[40],75,74,70,72,78,69,,71,85,40
52,False,,0,[],"[38, 43]",43,[0],0.5769119824618758,[],[],43,56,52,67,78,64,52,52,59,69
53,False,,0,[],"[43, 38]",43,[6],0.5660270560932813,[43],[42],59,56,52,67,78,64,43,52,59,69
54,False,,1,[],"[50, 47]",43,[1],0.6666543212162738,[],[],56,43,64,72,78,64,56,71,59,69
55,False,,1,[],"[47, 50]",43,[3],0.654533553935383,[39],[40],75,79,72,43,78,71,,67,85,80
56,False,,0,[],"[44, 49]",45,[4],0.4642774236174354,[45],[43],64,74,70,72,45,50,64,71,85,69
57,False,,0,[],"[49, 44]",45,[8],0.4561323485552885,[44],[42],59,71,67,72,78,64,59,71,45,69
58,False,,1,[],"[46, 45]",46,[2],0.6896432820123791,[41],[41],52,56,46,67,78,64,52,52,59,69
59,False,,1,[],"[45, 46]",46,[7],0.6779546109387977,[],[],52,56,64,67,78,64,52,46,59,69
60,False,,0,[],"[56, 48]",50,[4],0.4666588890185164,"[47, 50]","[46, 50]",87,82,82,78,50,81,,,85,83
61,False,,0,[],"[48, 56]",50,[5],0.4590088687070704,[48],[48],64,74,70,72,78,50,64,71,85,69
62,False,,1,[],"[52, 58]",52,[0],0.7096659731294657,[],[],52,56,64,67,78,64,52,52,59,69
63,False,,1,[],"[58, 52]",52,[2],0.6984016126728148,"[49, 53]","[49, 52]",59,56,52,67,78,64,52,52,59,69
64,False,,1,[],"[62, 59]",52,[0],0.7187387697067232,[],[],52,56,64,72,78,64,56,71,59,69
65,False,,1,[],"[59, 62]",52,[7],0.7076814202858417,[],[],59,56,64,67,78,64,52,52,59,69
66,False,,1,[],"[63, 53]",52,[2],0.6969591369827729,[],[],75,64,52,73,78,80,,72,67,70
67,False,,1,[],"[53, 63]",52,[6],0.6865569170609394,[51],[51],59,56,64,67,78,64,52,52,59,69
68,False,,1,[],"[67, 65]",52,[6],0.7352833046572844,[],[],59,56,64,72,78,64,52,71,59,69
69,False,,1,[],"[65, 67]",52,[7],0.7246271793162418,[],[],75,79,72,67,78,71,,52,85,80
70,False,,1,[],"[64, 54]",56,[0],0.7428465307638462,[],[],56,71,67,72,78,64,59,71,59,69
71,False,,1,[],"[54, 64]",56,[1],0.73238405092886,[],[],59,56,64,72,78,64,56,71,59,69
72,False,,1,[],"[71, 68]",56,[1],0.8055443674393411,[],[],75,56,64,73,78,80,,72,67,70
73,False,,1,[],"[68, 71]",56,[6],0.7945096642511746,[],[],59,71,67,72,78,64,56,71,59,69
74,False,,1,[],"[70, 73]",59,[0],0.8107998540560262,[],[],59,71,67,72,78,64,59,71,59,69
75,False,,1,[],"[73, 70]",59,[6],0.7999893334755536,[61],[59],75,71,67,72,78,64,59,71,59,69
76,False,,1,[],"[74, 57]",59,[0],0.8684096261891291,[],[],59,74,70,72,78,64,64,71,85,69
77,False,,1,[],"[57, 74]",59,[8],0.8571317255620057,"[46, 54]","[46, 52]",75,71,67,72,78,64,59,71,59,69
78,False,,1,[],"[75, 77]",59,[6],0.8717836950808322,[],[],75,74,70,72,78,64,59,71,85,69
79,False,,1,[],"[77, 75]",59,[8],0.860748598119011,[],[],75,71,67,73,78,80,,72,59,70
80,False,,1,[],"[76, 61]",64,[0],0.8749890626367169,[67],[62],64,79,75,,81,80,,75,85,80
81,False,,1,[],"[61, 76]",64,[5],0.8641868618905939,"[60, 71, 72]","[58, 64, 64]",75,74,70,72,78,64,64,71,85,69
82,False,,1,[],"[72, 66]",64,[1],0.7316983939220253,[],[],79,64,82,,81,80,,,71,74
83,False,,1,[],"[66, 72]",64,[2],0.7228828568330502,"[57, 59, 64]","[55, 56, 61]",75,71,64,73,78,80,,72,67,70
84,False,,1,[],"[81, 78]",64,[5],0.8809418935488863,[],[],75,74,70,72,78,64,,71,85,69
85,False,,1,[],"[78, 81]",64,[6],0.87057799320008,"[66, 69, 70]","[62, 63, 63]",,,,,,,64,,,
86,False,,1,[],"[83, 79]",67,[2],0.8371995674468901,[],[],75,74,67,73,78,80,,72,85,70
87,False,,1,[],"[79, 83]",67,[8],0.8275766945207526,[65],[61],79,71,82,,81,80,,,67,74
88,False,,1,[],"[55, 69]",67,[3],0.6363564050408518,[73],[64],75,79,73,67,78,72,,75,85,80
89,False,,1,[],"[69, 55]",67,[7],0.6292064134110852,"[55, 58, 68, 77]","[53, 56, 63, 66]",75,79,72,72,78,71,,67,85,80
90,False,,1,[],"[84, 51]",69,[5],0.8444350618326463,[],[],75,79,72,72,78,69,,71,85,80
91,False,,1,[],"[51, 84]",69,[9],0.8351556576301359,"[40, 42, 52, 56, 63, 76, 78]","[40, 41, 51, 54, 60, 65, 66]",75,74,70,73,78,80,,72,85,69
92,False,,1,[],"[86, 91]",70,[2],0.8912946598406538,[],[],75,79,70,73,78,80,,72,85,80
93,False,,1,[],"[91, 86]",70,[9],0.8817109493446307,[],[],79,74,82,,81,80,,,85,70
94,False,,1,[],"[82, 87]",71,[1],0.7872256678120445,[],[],79,71,82,,81,80,,,85,74
95,False,,1,[],"[87, 82]",71,[8],0.7789391690613783,[81],[70],,,85,,,,,,71,85
96,False,,1,[],"[90, 89]",71,[5],0.8333246528681992,[82],[70],75,79,73,72,78,71,,75,85,80
97,False,,1,[],"[89, 90]",71,[7],0.8247337656312821,[80],[70],75,79,72,73,78,80,,71,85,80
98,False,,1,[],"[92, 97]",72,[2],0.8979500209181539,[85],[72],75,79,72,73,78,80,,75,85,80
99,False,,1,[],"[97, 92]",72,[7],0.8888799103039363,[84],[72],75,79,82,,81,80,,72,85,80
100,False,,1,[],"[88, 96]",72,[3],0.8199918000819991,[],[],75,79,73,72,78,80,,75,85,80
101,False,,1,[],"[96, 88]",72,[5],0.8118731497707943,[],[],87,80,82,,81,72,,,85,83
102,False,,1,[],"[98, 100]",73,[2],0.9019519416476308,[],[],75,79,73,,81,80,,75,85,80
103,False,,1,[],"[100, 98]",73,[3],0.8931952116969738,[],[],87,82,82,73,78,81,,,85,83
104,False,,1,[],"[94, 93]",74,[1],0.8269151258160978,[],[],79,74,82,,81,80,,,85,80
105,False,,1,[],"[93, 94]",74,[9],0.8190398186683936,[],[],80,,,,83,87,,,85,74
106,False,,1,[],"[80, 102]",75,[0],0.8867840869425759,[75],[65],75,79,82,,81,80,,75,85,80
107,False,,1,[],"[102, 80]",75,[2],0.8784964626498818,[],[],87,82,75,,82,82,,,85,83
108,False,,1,[],"[106, 99]",75,[0],0.8888806585124212,[],[],75,79,82,,81,80,,,85,80
109,False,,1,[],"[99, 106]",75,[7],0.880725864900322,[],[],,,,,,,,75,,
110,False,,1,[],"[103, 60]",78,[3],0.8545376860210361,[],[],,,,78,,,,,,
111,False,,1,[],"[60, 103]",78,[4],0.8468392176647057,[62],[59],87,82,82,,78,81,,,85,83
112,False,,2,[],"[108, 104]",79,[0],0.9107061544093356,[90],[77],79,,,,83,87,,,85,80
113,False,,2,[],"[104, 108]",79,[1],0.9026468792311572,[],[],87,79,82,,81,80,,,85,83
114,False,,2,[],"[112, 105]",80,[0],0.9122726993622863,[],[],80,,,,,87,,,,
115,False,,2,[],"[105, 112]",80,[9],0.9043399622611977,"[88, 89]","[75, 76]",,,,,83,,,,85,80
116,False,,2,[],"[113, 101]",80,[1],0.8965439953103852,[],[],87,80,82,,82,82,,,85,83
117,False,,2,[],"[101, 113]",80,[5],0.8888812916128922,[],[],87,82,82,,81,80,,,85,83
118,False,,2,[],"[111, 117]",81,[4],0.9152464809620257,[92],[79],87,82,82,,81,82,,,85,83
119,False,,2,[],"[117, 111]",81,[5],0.9075553986941286,[],[],87,,82,,,81,,,85,85
120,False,,2,[],"[116, 107]",82,[1],0.8833259722835642,[],[],87,82,82,,82,82,,,85,83
121,False,,2,[],"[107, 116]",82,[2],0.8760258179684465,[91],[78],87,,82,,82,82,,,85,83
122,False,,2,[],"[120, 118]",82,[1],0.9180252620880156,[],[],,82,,,,,,,,
123,False,,2,[],"[118, 120]",82,[4],0.9105617027503841,[],[],87,,82,,82,82,,,85,83
124,False,,2,[],"[121, 123]",82,[2],0.9193474246175434,[],[],87,,82,,,82,,,85,85
125,False,,2,[],"[123, 121]",82,[4],0.9119927040583675,[],[],,,,,82,,,,85,83
126,False,,2,[],"[124, 119]",82,[2],0.920627614066555,[],[],,,82,,,,,,85,85
127,False,,2,[],"[119, 124]",82,[5],0.913378634813899,[],[],87,,,,,82,,,,
128,False,,2,[],"[125, 115]",83,[4],0.9218677979078288,[],[],,,,,83,,,,,
129,False,,2,[],"[115, 125]",83,[9],0.9147215913054937,[],[],,,,,,,,,85,83
130,False,,2,[],"[126, 95]",85,[2],0.9076853254974961,[],[],,,85,,,,,,,
131,False,,2,[],"[95, 126]",85,[8],0.9007564827749406,"[86, 94, 95]","[74, 80, 80]",,,,,,,,,85,85
132,False,,2,[],"[131, 129]",85,[8],0.9393868228270997,[],[],,,,,,,,,85,
133,False,,2,[],"[129, 131]",85,[9],0.932323817114157,[],[],,,,,,,,,,85
134,False,,2,[],"[114, 127]",87,[0],0.8955157051066783,[],[],87,,,,,,,,,
135,False,,2,[],"[127, 114]",87,[5],0.8888823045755216,[],[],,,,,,87,,,,
