ID,confirmedBlock,confirmationTime,chainNum,confirmed_blocks,tips,arrival_time,agent,adoption_rate,block_transactions,transaction_creation_time,agent_1,agent_2,agent_3,agent_4,agent_5
23,False,,0,[],"[18, 20]",70,[2],0.6956219294813268,[],[],96,95,70,78,73
24,False,,0,[],"[20, 18]",70,[3],0.666638890046248,[69],[69],96,95,105,70,78
25,False,,1,[],"[23, 22]",73,[2],0.8799648014079436,[72],[72],109,105,73,121,129
26,False,,1,[],"[22, 23]",73,[4],0.8461213030268067,[73],[72],96,95,105,78,73
27,False,,1,[],"[24, 26]",78,[3],0.8888559682974704,"[71, 75, 76, 78]","[71, 74, 74, 77]",96,118,109,78,129
28,False,,1,[],"[26, 24]",78,[4],0.8571122459912146,[],[],109,95,105,121,78
29,False,,1,[],"[15, 28]",95,[1],0.8965208096272542,"[64, 65, 67, 68, 70, 74, 80, 84]","[64, 64, 67, 68, 69, 73, 80, 84]",109,95,105,121,129
30,False,,1,[],"[28, 15]",95,[4],0.8666377787407086,"[79, 83, 85, 87, 89]","[79, 83, 90, 90, 94]",138,134,129,,95
31,False,,1,[],"[21, 27]",96,[0],0.8386826231411889,[],[],96,118,109,121,129
32,False,,1,[],"[27, 21]",96,[3],0.8124746101684323,[86],[90],125,121,,96,134
33,False,,1,[],"[29, 25]",105,[1],0.848459137601891,"[91, 96, 98, 99, 102]","[96, 101, 101, 101, 105]",118,105,,121,134
34,False,,1,[],"[25, 29]",105,[2],0.8235051910237935,"[77, 81, 82, 88, 90, 92, 93, 95, 97]","[76, 80, 80, 93, 94, 97, 100, 101, 101]",109,118,105,121,129
35,False,,1,[],"[31, 34]",109,[0],0.9142595925830691,[],[],109,118,,121,134
36,False,,1,[],"[34, 31]",109,[2],0.8888641982167163,[105],[107],138,134,109,,129
37,False,,1,[],"[35, 33]",118,[0],0.9188940839436772,[114],[118],118,,,125,138
38,False,,1,[],"[33, 35]",118,[1],0.8947132970184996,"[104, 106, 110, 112]","[107, 108, 114, 116]",125,118,,121,134
39,False,,1,[],"[38, 32]",121,[1],0.9230532550447424,"[118, 121]","[121, 121]",138,121,,,134
40,False,,1,[],"[32, 38]",121,[3],0.899977500562486,"[100, 103, 108, 111, 116, 123]","[103, 107, 112, 114, 120, 121]",125,,,121,138
41,False,,1,[],"[37, 40]",125,[0],0.9268066632521158,"[120, 126]","[121, 124]",125,,,,138
42,False,,1,[],"[40, 37]",125,[3],0.9047403633246828,"[125, 127]","[124, 124]",,,,125,
43,False,,1,[],"[36, 30]",129,[2],0.7906792865282203,"[107, 113, 115, 117, 122, 128, 129]","[112, 117, 120, 121, 121, 127, 128]",,,129,,
44,False,,1,[],"[30, 36]",129,[4],0.7727097111429286,"[94, 101, 109, 119, 124, 131]","[101, 104, 112, 121, 123, 128]",138,134,,,129
45,False,,2,[],"[39, 44]",134,[1],0.888869136241417,[130],[128],,134,,,
46,False,,2,[],"[44, 39]",134,[4],0.8695463142105607,"[132, 133]","[130, 130]",138,,,,134
47,False,,2,[],"[41, 46]",138,[0],0.9361502946745814,[139],[138],138,,,,
48,False,,2,[],"[46, 41]",138,[4],0.916647569842295,[137],[136],,,,,138
