ID,confirmedBlock,confirmationTime,chainNum,confirmed_blocks,tips,arrival_time,agent,adoption_rate,block_transactions,transaction_creation_time,agent_1,agent_2,agent_3,agent_4,agent_5
29,False,,1,[],"[25, 28]",99,[2],0.8965208096272542,"[83, 84, 86, 88]","[83, 84, 90, 93]",122,105,99,138,113
30,False,,1,[],"[28, 25]",99,[3],0.8666377787407086,[],[],148,,138,99,
31,False,,1,[],"[27, 29]",105,[1],0.9031966710751266,"[93, 95, 101]","[100, 101, 104]",122,105,118,138,113
32,False,,1,[],"[29, 27]",105,[2],0.8749726571044656,"[94, 98]","[101, 101]",122,118,105,138,126
33,False,,1,[],"[31, 26]",113,[1],0.9090633617163117,"[104, 109]","[107, 112]",122,113,118,138,126
34,False,,1,[],"[26, 31]",113,[4],0.8823269903826358,"[85, 92, 100]","[90, 97, 103]",130,126,,148,113
35,False,,1,[],"[33, 32]",118,[1],0.9142595925830691,"[110, 114]","[114, 118]",130,118,,148,126
36,False,,1,[],"[32, 33]",118,[2],0.8888641982167163,"[106, 108, 111]","[108, 112, 114]",122,139,118,138,130
37,False,,1,[],"[23, 36]",122,[0],0.9188940839436772,"[96, 97, 103, 105, 115]","[101, 101, 107, 107, 120]",122,139,,148,130
38,False,,1,[],"[36, 23]",122,[2],0.8947132970184996,"[119, 120]","[121, 121]",148,,122,138,
39,False,,1,[],"[35, 34]",126,[1],0.8717725186533679,[121],[121],,126,,,139
40,False,,1,[],"[34, 35]",126,[4],0.8499787505312367,"[113, 122, 123, 124]","[117, 121, 121, 123]",130,139,,148,126
41,False,,1,[],"[37, 40]",130,[0],0.9268066632521158,"[127, 130]","[124, 128]",130,,,148,
42,False,,1,[],"[40, 37]",130,[4],0.9047403633246828,[128],[127],,139,,,130
43,False,,1,[],"[38, 30]",138,[2],0.8371898327945863,"[125, 136]","[124, 136]",,,138,,
44,False,,1,[],"[30, 38]",138,[3],0.8181632235631009,"[99, 102, 107, 112, 116, 117, 118, 126, 129, 131, 132, 133, 134, 137, 139]","[101, 105, 112, 116, 120, 121, 121, 124, 128, 128, 130, 130, 131, 136, 138]",148,,,138,
45,False,,1,[],"[39, 42]",139,[1],0.888869136241417,[],[],,139,,,
46,False,,1,[],"[42, 39]",139,[4],0.8695463142105607,[135],[134],,,,,139
47,False,,1,[],"[41, 44]",148,[0],0.8935980085530095,[138],[137],148,,,,
48,False,,1,[],"[44, 41]",148,[3],0.8749817712130997,"[140, 144, 149]","[140, 141, 148]",,,,148,
