ID,confirmedBlock,confirmationTime,chainNum,confirmed_blocks,tips,arrival_time,agent,adoption_rate,block_transactions,transaction_creation_time,agent_1,agent_2,agent_3,agent_4,agent_5
0,False,,0,[],[],0,[0],0.0,[],[],0,38,36,101,31
1,False,,0,[],[],0,[1],0.0,[],[],36,0,14,9,38
2,False,,0,[],[],0,[2],0.0,[],[],36,9,0,5,38
3,False,,0,[],[],0,[3],0.0,[],[],36,9,5,0,38
4,False,,0,[],[],0,[4],0.0,[],[],31,38,36,101,0
5,False,,0,[],"[2, 3]",5,[2],0.3999200159968006,[],[],36,14,5,23,38
6,False,,0,[],"[3, 2]",5,[3],0.33327778703549404,"[3, 5]","[3, 4]",36,9,14,5,38
7,False,,0,[],"[1, 6]",9,[1],0.571346950435652,[],[],36,9,14,23,38
8,False,,0,[],"[6, 1]",9,[3],0.4999375078115236,[9],[9],36,69,23,9,42
9,False,,0,[],"[7, 5]",14,[1],0.6665926008221309,[],[],69,14,42,101,38
10,False,,0,[],"[5, 7]",14,[2],0.5999400059994001,[],[],36,69,14,23,42
11,False,,0,[],"[10, 8]",23,[2],0.72720661758022,[16],[20],36,69,23,28,42
12,False,,0,[],"[8, 10]",23,[3],0.666611115740355,"[12, 14]","[12, 18]",36,69,28,23,42
13,False,,0,[],"[11, 12]",28,[2],0.7691716021844474,"[25, 29, 30]","[26, 28, 28]",36,69,28,33,42
14,False,,0,[],"[12, 11]",28,[3],0.7142346975216056,[],[],36,69,33,28,42
15,False,,0,[],"[0, 4]",31,[0],0.13332444503699753,"[2, 4, 6, 10, 11, 18, 19, 33]","[1, 3, 7, 10, 12, 21, 22, 31]",31,69,36,101,42
16,False,,0,[],"[4, 0]",31,[4],0.12499218798825072,"[1, 7, 8, 13, 15, 21, 23, 27, 32]","[1, 7, 9, 13, 19, 25, 25, 27, 29]",69,38,42,101,31
17,False,,0,[],"[13, 14]",33,[2],0.7058408328921828,"[34, 37]","[31, 33]",36,69,33,101,42
18,False,,0,[],"[14, 13]",33,[3],0.6666296316871284,"[31, 36, 38]","[29, 32, 33]",101,139,102,33,135
19,False,,0,[],"[15, 17]",36,[0],0.8420609441608335,[],[],36,97,76,101,69
20,False,,0,[],"[17, 15]",36,[2],0.7999600019998999,"[39, 41]","[34, 36]",69,69,36,101,42
21,False,,0,[],"[9, 16]",38,[1],0.47616780153326027,"[17, 20, 22, 24, 26, 28, 35, 40]","[21, 24, 25, 25, 26, 27, 31, 35]",80,38,69,101,76
22,False,,0,[],"[16, 9]",38,[4],0.45452479432753057,[],[],69,69,42,101,38
23,False,,0,[],"[20, 22]",42,[2],0.8695274118516586,[],[],80,69,42,101,76
